PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
1077,173.5,164.55,151.1,115.4,12.08,12.38,,11.98,6.62,24.21,17.1,108.61,6.61
1078,154.8,159.68,165.7,111.78,12.1,12.14,,11.97,6.62,22.96,26,97.79,6.61
1079,175.3,163.87,151.3,106.14,11.81,12.24,0.35,11.97,6.61,26.16,12,103.81,6.6
1080,166.8,147.48,153.1,110.97,11.89,12.26,,11.97,6.6,20.83,26,87.84,6.6
1081,158.8,178.02,180.3,118.34,12.06,12.26,,11.97,6.64,23.64,11.6,104.94,6.62
1082,174.8,177.11,180.4,111.3,12.07,12.24,,11.98,6.63,26.15,19.9,109.05,6.61
1083,155.8,174.99,142.9,111.68,12.07,12.23,,11.97,6.62,24.07,13.9,106.21,6.6
1084,156.6,176.76,186.9,116.07,11.9,12.2,,11.97,6.62,25.76,36.4,97.41,6.6
1085,145.3,173.94,156,114.93,12.06,12.23,,11.97,6.62,24.07,19.3,101.96,6.63
1086,140.4,149.43,163,109.82,11.75,12.3,,11.97,6.61,25.53,13.9,105.86,6.6
1087,193.8,146.21,158.7,111.29,11.86,12.23,,11.97,6.61,28.21,15.7,102.6,6.6
1088,158.1,170.62,154.1,115.91,11.96,12.29,,11.97,6.62,26.68,11.1,91.55,6.63
1089,166.7,134.6,156.5,115.43,12.05,12.27,0.41,11.97,6.4,20.57,20.6,96.43,6.42
1090,174.7,160.58,165.9,113.67,12.12,12.29,0.39,11.97,6.4,22.03,13,101.04,6.43
1091,150.6,154.68,177.4,111.35,12.05,12.2,0.41,11.97,6.4,20.88,22.6,96.9,6.4
1092,160,156,165.6,115.91,11.83,12.18,0.38,11.97,6.61,23.83,24.7,95.17,6.61
1093,159.2,167.08,143.5,114.01,12.09,12.17,,11.97,6.6,20.71,18.9,91.58,6.6
1094,193,149.69,180.2,113.95,11.85,12.23,,11.97,6.61,25.59,19.7,105.38,6.61
1095,163.6,146.49,136.7,111.3,12.03,12.26,0.41,11.97,6.41,27.94,15.2,95.31,6.42
1096,160.1,150.66,151.3,111.17,11.82,12.23,0.37,11.97,6.61,26.55,24.6,102.62,6.63
1097,121.4,136.27,170.7,107.11,12.05,12.3,0.41,11.97,6.41,23.94,18.3,98.48,6.4
1098,170.6,159.9,137.1,111.4,12.07,12.45,,11.97,6.62,22.25,7.7,103.05,6.6
1099,166.4,175.35,194.6,112.04,12.06,12.38,,11.98,6.61,22.23,10.1,108.7,6.61
1100,197.8,143.18,178.3,113.63,12.04,12.24,0.41,11.97,6.26,22.69,17.4,101.43,6.41
1101,148.8,152.42,149.6,117.38,11.84,12.23,0.4,11.97,6.6,25.15,18.9,93.97,6.62
1102,171.7,140.56,183.4,108.9,12.06,12.28,0.41,11.97,6.43,20.87,18.3,97.35,6.4
1103,156.5,165.44,147.7,113.17,12.09,12.24,,11.97,6.62,23.2,18.9,98.32,6.61
1104,153.9,164.84,197.5,112.57,11.84,12.27,,11.97,6.61,27.17,14.9,108.36,6.58
1105,139.8,150.04,132.3,116.47,12.1,12.25,,11.97,6.61,21.03,22.1,97.83,6.61
1106,140.7,151.45,152.1,114.07,12.04,12.33,0.41,11.97,6.41,22.89,21.3,103.01,6.42
1107,153.4,168.01,129.1,117.9,12.07,12.25,,11.97,6.62,23.64,9.3,98.07,6.62
1108,162.9,151.3,145.5,115.67,12.08,12.18,,11.97,6.62,18.64,23.6,95.43,6.62
1109,169.4,153.1,170.9,111.58,12.14,12.24,0.38,11.97,6.42,20.99,17.4,94.31,6.41
1110,159.8,150.71,138.8,113.27,11.83,12.24,0.37,11.97,6.61,25.77,20.1,103.37,6.6
1111,149.7,158.52,154.7,113.03,11.83,12.3,0.39,11.97,6.61,25.74,13.4,101.49,6.63
1112,171,172.14,159.1,118.2,11.89,12.13,,11.97,6.6,24.41,19.4,98.89,6.6
1113,156.1,182.92,161.7,112.34,12.08,12.29,,11.97,6.62,24.61,18.9,102.94,6.63
1114,180.2,152.09,145,108.62,12.1,12.17,0.41,11.97,6.41,23.7,17.9,99.81,6.4
1115,150.2,155.45,150.7,113.59,12.13,12.24,0.37,11.97,6.41,18.07,16.5,83.52,6.41
1116,163.4,136.82,172.5,117.47,11.83,12.35,0.39,11.97,6.6,25.07,10.8,100.82,6.61
1117,166.1,158.62,154.8,113.5,11.89,12.21,,11.97,6.62,24.37,17.6,101.93,6.6
1118,161,155.97,165.4,118.42,12.11,12.23,0.39,11.97,6.41,20.52,15.7,97.33,6.4
1119,197,155.37,175.8,114.34,12.13,12.27,0.41,11.97,6.4,20.39,25.5,81.02,6.44
1120,154.3,156.2,154.6,114.7,11.84,12.32,0.35,11.97,6.62,24.41,15.3,95.32,6.61
1121,154.7,161.3,156.9,113.53,12.06,12.19,0.38,11.97,6.41,21.42,21.4,97.46,6.44
1122,146.1,166.88,146.7,111.09,11.88,12.29,,11.98,6.62,25.25,15.3,95.41,6.61
1123,188,154.32,175.7,111.79,12.04,12.17,0.38,11.97,6.41,22.33,20.2,105.8,6.41
1124,168,153.89,168.6,117.68,12.13,12.26,0.39,11.98,6.42,21.57,35.5,94.37,6.42
1125,166.9,158.68,156.7,112.1,11.9,12.35,,11.97,6.61,25.69,19.1,101.48,6.62
1126,175.6,165.9,156.2,113.05,12.07,12.23,,11.98,6.6,22.35,16.3,102.93,6.61
1127,148.4,158.23,184.7,111.2,11.73,12.3,,11.97,6.61,28.49,15.8,101.47,6.62
1128,197.6,148.82,146.2,111.97,11.87,12.17,,11.98,6.55,26.47,22.3,103.2,6.61
1129,167.8,182.06,167.4,111.45,12.06,12.25,,11.97,6.62,24.96,17.9,101.69,6.63
1130,156.1,168.71,160,114.47,12.06,12.28,,11.97,6.61,19.09,15.5,93.07,6.61
1131,172.6,161.35,197.9,113.79,11.83,12.31,,11.98,6.63,28.02,16,105.78,6.36
1132,161.1,150.93,134.1,113.28,11.82,12.24,0.38,11.97,6.62,24.39,15.3,101.21,6.61
1133,165.8,172.63,163.5,113.08,11.88,12.24,,11.97,6.63,25.75,15.5,103.36,6.63
1134,156.9,172.99,183.6,113.81,12.06,12.19,,11.98,6.62,23.39,25.9,103.17,6.63
1135,148.1,158.84,157,113.98,11.83,12.23,0.37,11.97,6.61,25.14,37.8,96,6.61
1136,191.5,162.29,148.9,110.69,11.75,12.36,,11.97,6.61,25.39,16.5,97.77,6.61
1137,181.2,150.36,189.1,118.8,12.1,12.34,0.4,11.97,6.41,24.47,10.9,91.4,6.4
1138,172.8,144.18,137.7,113.04,11.84,12.34,0.39,11.97,6.61,23.51,12.5,90.15,6.6
1139,184.5,142.99,182.1,111.79,11.85,12.29,,11.97,6.61,24.65,18.9,105.79,6.6
1140,157.4,151.86,172.1,108.31,11.91,12.18,,11.97,6.62,25.64,19,93.08,6.6
1141,166.9,153.38,159.2,112.42,12.12,12.23,0.38,11.97,6.42,22.61,13.2,100.38,6.43
1142,188.9,159.01,163,112.4,11.82,12.26,0.41,11.97,6.61,26.98,12.7,94.66,6.61
1143,141.9,151.06,162.2,111.28,12.08,12.2,,11.98,6.61,24.09,17.8,93.83,6.61
1144,143.6,142,147,113.79,12.06,12.13,0.41,11.97,6.43,20.59,25.4,98.68,6.41
1145,149.8,136.45,153,110.94,12.05,12.22,0.41,11.97,6.41,23.31,12.9,101.28,6.41
1146,160.9,145.61,197.7,111.97,12.03,12.37,0.41,11.97,6.41,21.29,11.3,93.36,6.39
1147,166.6,173.37,150,115.51,12.07,12.29,,11.97,6.62,23.83,19.2,108.47,6.61
1148,147.2,149.7,149.5,114.06,12.09,12.4,0.4,11.97,6.41,22.73,11.2,100.39,6.41
1149,147.6,159.18,163.9,110.14,11.83,12.11,0.39,11.97,6.61,26.91,27.3,102.4,6.6
1150,187.2,156.93,148.3,117.37,11.81,12.13,0.34,11.97,6.61,25.33,33.5,94.23,6.61
1151,173.1,142.14,168.7,112.44,11.84,12.27,,11.97,6.61,26.38,14.3,103.09,6.61
1152,156.4,166.02,168.9,107,11.88,12.19,,11.98,6.63,24.8,19.6,95.58,6.62
1153,153.7,155.32,146.9,116.8,11.9,12.3,,11.97,6.63,23.58,15.5,90.75,6.61
1154,174.5,175.61,191.9,115.68,12.06,12.19,,11.97,6.62,23.18,18,101.13,6.62
1155,163.7,153.85,149.6,119.19,12.07,12.2,,11.97,6.62,20.47,16.4,95.4,6.6
1156,173.8,139.75,158.2,114.43,11.72,12.21,,11.98,6.62,26.65,16.4,100.88,6.6
1157,157.4,151.93,159.8,123.65,12.08,12.16,,11.98,6.62,19.87,26.2,97.76,6.61
1158,166.7,173.25,139.2,116.24,12.06,12.21,,11.98,6.61,22.82,17.8,105.66,6.61
1159,162.8,140.24,175,110.53,12.13,12.31,0.39,11.97,6.4,19.02,24,82.17,6.4
1160,168.3,160.76,166.7,112.49,11.84,12.19,,11.97,6.61,26.35,21.6,108.06,6.6
1161,177.5,175.44,143.2,108.29,12.06,12.25,,11.97,6.63,24.48,26.8,100.82,6.61
1162,191.4,150.62,142.7,112.95,12.07,12.22,0.41,11.97,6.4,22.41,15.1,103.58,6.41
1163,175.4,164.81,156.4,115.77,11.88,12.37,,11.97,6.62,23.68,10.9,95.9,6.64
1164,160,164.6,151.5,111.41,11.83,12.25,,11.97,6.61,26.18,13.1,105.83,6.61
1165,179.5,168.59,165.9,116.84,12.06,12.19,,11.97,6.63,21.8,27.8,103.43,6.6
1166,138,162.39,166.1,107.82,11.89,12.27,,11.97,6.62,22.53,10.1,91.08,6.61
1167,126.1,159.6,161.4,123.06,11.88,12.32,,11.97,6.6,24.27,11.6,91,6.61
1168,136.2,155.85,157.2,107.92,12.09,12.27,0.39,11.97,6.42,18.72,11.6,85.72,6.4
1169,163.3,146.45,147.6,111.24,11.84,12.22,0.38,11.97,6.63,24.77,20.7,97.69,6.61
1170,195.7,147.6,169,117.54,12.12,12.28,0.38,11.97,6.43,18.36,21.2,77.87,6.42
1171,139.1,145.42,141.3,115.08,12.09,12.18,0.37,11.97,6.41,26.2,15.2,91.49,6.41
1172,142.2,146.92,141.6,115.56,12.13,12.42,0.39,11.97,6.41,19.67,11.7,82.36,6.4
1173,163.3,147.31,159.1,117.7,11.91,12.17,,11.97,6.6,25.52,25.3,101.32,6.61
1174,143.3,142.13,154.2,112.33,11.83,12.3,0.33,11.97,6.61,22.81,21.1,95.2,6.6
1175,134.9,137.88,159.2,120.14,12.14,12.26,0.4,11.97,6.41,17.03,18.7,76.5,6.41
1176,167.6,171.37,170.6,113.41,12.07,12.21,,11.97,6.61,26.44,14.2,96.07,6.62
1177,186.4,156.73,155.7,116.27,11.75,12.28,,11.97,6.61,27.52,14.8,103.92,6.6
1178,150.8,153.35,136.4,113.34,11.9,12.25,,11.97,6.6,25.84,13.7,91.25,6.61
1179,153.8,141.13,146.6,112.76,12.04,12.17,0.41,11.97,6.42,23.93,20.8,93.92,6.42
1180,174.6,145.96,166.7,112.83,11.87,12.26,0.4,11.97,6.63,29.42,16.8,99.16,6.62
1181,148.6,169.98,172.5,111.54,12.06,12.27,,11.97,6.62,23.34,14.5,98.36,6.61
1182,144.3,172.75,175,111.43,12.06,12.14,,11.97,6.62,23.91,24.2,96.28,6.61
1183,154.3,151,160.9,110.66,12.11,12.28,0.4,11.97,6.43,18.84,14.8,83,6.41
1184,139.5,176.59,172.5,118.25,12.06,12.26,,11.98,6.62,23.47,15.7,103.86,6.62
1185,197.9,149.68,168.4,113.8,12.13,12.29,0.38,11.97,6.29,18.66,12.4,82.6,6.41
1186,164,153.32,163.8,115.1,11.82,12.19,0.36,11.97,6.61,24.51,18.2,96.28,6.61
1187,154.4,172.52,170,108.33,12.07,12.26,,11.98,6.62,25.57,20.8,101.51,6.62
1188,156.4,151.98,152.1,112.39,11.81,12.39,0.37,11.97,6.61,25.09,10,110.45,6.61
1189,157.6,165.01,180.8,108.45,12.07,12.14,,11.98,6.61,21.79,18.3,105.21,6.61
1190,165.9,151.53,169.5,110.03,12.12,12.16,0.39,11.97,6.41,22.39,22.3,97.2,6.41
1191,162.2,159.89,122.7,112.35,11.79,12.19,0.39,11.97,6.61,25.74,15.4,99.3,6.62
1192,170.9,138.59,162.1,113.36,12.06,12.26,0.41,11.97,6.41,24.08,16.9,101.59,6.4
1193,155.5,148.55,179.4,114.77,12.13,12.28,0.39,11.97,6.4,19.76,14,82.51,6.4
1194,147.1,134.37,144.4,115.71,12.05,12.46,0.41,11.97,6.41,22.28,11,94.08,6.41
1195,154.3,161.06,159.8,113.45,11.96,12.16,,11.97,6.62,25.76,14.7,97.46,6.63
1196,153.9,160.51,172.4,112.46,12.09,12.16,,11.98,6.6,22.47,17.9,102.28,6.64
1197,146.4,156.57,171.8,115.63,12.04,12.2,0.41,11.97,6.4,25.59,19.6,105.58,6.41
1198,151.3,160.44,161.9,113.88,11.89,12.28,,11.97,6.61,24.17,12.3,103.36,6.62
1199,172.9,173.63,165.4,114.44,12.06,12.25,,11.97,6.6,20.88,15.6,102.47,6.6
1200,150.6,138.91,134.5,113.33,11.84,12.2,0.37,11.98,6.6,24.29,23.1,90.56,6.61
1201,161.7,147.96,170.8,111.97,11.83,12.31,0.42,11.97,6.62,25.83,12.3,94.01,6.61
1202,156.4,148.49,188.1,113.06,12.06,12.22,0.39,11.97,6.41,22.83,16.1,98.24,6.41
1203,183.5,144.07,129.7,114.72,11.87,12.36,,11.97,6.61,27.61,11.6,104.78,6.61
1204,173.2,167.88,159.7,110.7,12.06,12.25,,11.97,6.61,21.62,19.7,98.61,6.61
1205,171.2,159.17,149,111.66,12.05,12.21,0.41,11.97,6.41,23.76,16.3,104.4,6.42
1206,175.4,181.54,179.1,113.85,12.06,12.41,,11.98,6.63,22.91,8.9,104.07,6.62
1207,145.4,153.07,151.1,112.4,12.11,12.21,0.41,11.97,6.44,26.64,14.6,105.26,6.41
1208,145.1,151.08,150.4,106.01,12.04,12.24,0.41,11.97,6.41,24.93,14.5,100.79,6.4
1209,153.5,151.92,157.6,106.1,11.76,12.24,,11.97,6.61,25.42,14.1,101.57,6.62
1210,155.1,147.5,148.2,107.44,12.09,12.24,0.41,11.97,6.41,18.61,18.7,80.61,6.41
1211,158.3,146.08,167.8,113.05,11.89,12.27,,11.97,6.61,23.32,16.5,98.25,6.61
1212,162.8,162.03,197.5,115.94,11.82,12.26,0.34,11.97,6.61,24.23,15.5,101.81,6.46
1213,137.5,173.93,168.8,113.36,11.89,12.17,,11.97,6.62,25.41,39,100.02,6.6
1214,156.4,153.69,157.9,111.32,12.14,12.26,0.37,11.97,6.4,18.03,18,78.96,6.4
1215,162,151.25,155.1,109.51,12.07,12.25,,11.98,6.61,21.56,14,99.29,6.6
1216,156.2,138.56,152.7,108.76,12.06,12.32,0.41,11.97,6.4,22.98,17.2,99.03,6.41
1217,145.3,142.09,152.8,110.61,12.12,12.28,0.38,11.97,6.41,18.68,12.5,83.51,6.4
1218,147.7,148.51,180.4,115.7,12.09,12.24,,11.97,6.62,22.11,17.2,94.86,6.61
1219,174.5,175.89,159.1,112.87,12.05,12.17,,11.97,6.62,21.1,22,100.67,6.61
1220,168.5,164.68,161.7,110.95,11.86,12.19,,11.97,6.6,26.03,25.2,101.16,6.61
1221,191.4,152.61,160.3,114.94,11.7,12.36,,11.97,6.61,24.65,16.2,94.77,6.62
1222,180.9,172.86,170.6,120.86,12.07,12.25,,11.97,6.62,22.66,26.8,97.52,6.62
1223,151.4,176.76,165.4,116.42,12.06,12.18,,11.97,6.6,25.12,12.2,105.7,6.61
1224,145.6,155.24,147.2,112.06,12.08,12.18,,11.97,6.61,23.01,18.3,98.05,6.64
1225,148.9,155.39,150.4,117.57,11.83,12.27,0.39,11.97,6.6,24.36,19.4,110.85,6.6
1226,160.3,157.45,160.1,116.7,12.08,12.19,,11.97,6.6,21.99,25.1,96.8,6.6
1227,192.9,157.39,195.4,114.35,12.08,12.2,,11.97,6.61,20.49,20.9,104.26,6.6
1228,164.6,149.54,163.2,116.34,11.75,12.3,,11.97,6.6,26.57,15.7,106.2,6.61
1229,158.9,141.48,153.9,112.96,12.07,12.2,0.41,11.97,6.41,22.01,18.6,97.68,6.41
1230,157.3,163.93,151.5,117.59,11.89,12.18,,11.97,6.61,23.36,27.2,95.06,6.63
1231,141,151.34,153.5,111.09,11.83,12.15,0.39,11.97,6.6,24.69,20,105.95,6.61
1232,157.9,143.08,148,110.41,11.82,12.29,0.38,11.97,6.61,24.33,15.9,95.59,6.63
1233,154,149.86,179.4,116.31,12.05,12.21,0.41,11.97,6.41,20.51,19.9,99.49,6.42
1234,136.9,165.41,150.6,111.12,12.08,12.29,,11.97,6.62,23.78,9.2,99.85,6.61
1235,152.2,149.06,140.5,117.95,12.09,12.27,0.36,11.97,6.41,22.53,14,103.01,6.41
1236,155.1,156.87,170.7,119.95,11.79,12.33,0.39,11.97,6.61,26.24,16.4,106.19,6.63
1237,176.4,157.47,159.5,117.55,12.12,12.33,0.4,11.97,6.41,20.36,18.7,93.74,6.43
1238,156.3,153.93,159.6,106.32,11.91,12.26,,11.98,6.62,26.52,18,98.97,6.61
1239,138.7,152.32,172.2,111.21,12.04,12.31,0.41,11.97,6.4,26.32,14.9,104.09,6.4
1240,160.4,141.04,164.7,114.17,12.12,12.23,0.38,11.97,6.4,17.17,15.6,81.05,6.41
1241,153.9,135.54,134.7,110.41,12.06,12.28,0.41,11.97,6.42,20.99,19.7,96.74,6.41
1242,162.7,160.85,143.3,111.42,11.91,12.36,,11.98,6.62,24.74,12.8,100.73,6.61
1243,156.5,153.62,161.1,112.22,12.1,12.16,,11.97,6.63,24.07,26.9,96.43,6.6
1244,162.6,136.27,147.5,109.68,12.04,12.32,0.41,11.97,6.41,22.73,14.5,101.95,6.41
1245,160.6,134.18,171.2,121.95,12.13,12.29,0.4,11.97,6.41,18.3,16.7,91.15,6.41
1246,145.9,156.31,150,121.34,12.13,12.12,0.41,11.97,6.41,20.35,22.7,94.02,6.4
1247,175.1,155.67,156.5,115.96,12.09,12.33,,11.97,6.62,22.98,13.3,101.27,6.61
1248,170.9,154.32,179.5,110.85,11.86,12.3,,11.97,6.63,25.36,13.5,101.82,6.6
1249,142.1,184.6,181,113.53,12.04,12.28,,11.97,6.62,25.14,17,107.81,6.62
1250,142.1,160.17,159.7,108.56,11.87,12.2,0.35,11.97,6.61,24.7,13.9,99.24,6.61
1251,194.8,140.95,140.1,113.56,11.79,12.3,,11.97,6.61,24.08,15.9,90.11,6.61
1252,184.2,166.1,173.1,112.2,11.76,12.2,,11.97,6.61,25.83,19.1,95.38,6.62
1253,166.5,163.84,149.9,113.79,11.82,12.23,0.38,11.97,6.61,25.07,36.5,106.17,6.6
1254,154.3,175.31,139.1,117.09,12.07,12.29,,11.97,6.62,24.8,15.9,105.03,6.64
1255,191.8,162.71,155.2,113.91,12.07,12.25,,11.97,6.6,23.91,12.4,102.69,6.6
1256,144.1,157.8,151.8,113.62,11.83,12.23,0.42,11.97,6.6,26.19,24.9,97.65,6.62
1257,136.7,137.61,151.5,112.08,12.05,12.3,0.41,11.97,6.41,25.75,18.1,104.61,6.43
1258,171.4,158.37,174.3,111.61,12.13,12.38,0.34,11.97,6.42,18.04,9.4,79.85,6.41
1259,158.6,167.08,170.4,106.67,11.89,12.23,,11.97,6.62,23.12,49.4,88.84,6.64
1260,151.2,141.99,145.9,116.31,12.05,12.26,0.41,11.97,6.42,25.29,19.9,101.35,6.4
1261,197.7,143.71,153.1,111.51,11.77,12.28,,11.97,6.41,24.4,36.3,92.99,6.62
1262,184.7,171.99,153.5,132.05,12.05,12.27,,11.97,6.62,21.62,14,105.12,6.61
1263,172.4,143.24,163.2,115.13,11.86,12.23,,11.97,6.61,26.05,23.5,104.08,6.63
1264,154.5,154.29,157.6,108.89,12.08,12.26,,11.98,6.62,25.5,15.3,94.64,6.63
1265,154.1,169.89,157.9,111.55,12.06,12.26,,11.97,6.61,23.8,13.7,101.67,6.6
1266,135.7,176.1,158.7,109.37,11.89,12.3,,11.98,6.62,27.73,23.3,100.33,6.63
1267,131.8,152.82,144.5,114.75,12.09,12.4,,11.97,6.62,25.05,13.2,94.96,6.61
1268,151.7,163.76,147.6,107.2,11.89,12.21,,11.97,6.62,22.52,15.2,90.13,6.61
1269,154.7,159.05,160,117.4,11.82,12.31,0.36,11.97,6.6,24.52,11.7,94.58,6.65
1270,146.4,143.22,156.3,111.37,12.13,12.28,0.39,11.97,6.4,22.1,14.7,88.55,6.44
1271,147.2,171.05,155.9,114.55,11.89,12.31,,11.97,6.62,24.49,12.4,95,6.63
1272,154.3,157.68,145,112.58,12.11,12.3,0.37,11.97,6.41,20.66,14.8,84.41,6.42
1273,170.8,160.53,156,116.85,11.83,12.33,0.37,11.97,6.61,25.7,18.6,98.97,6.63
1274,160.3,171.51,161.8,118.06,11.89,12.26,,11.98,6.61,25.04,15.5,101.01,6.61
1275,145.7,156.65,150.9,116.27,11.84,12.43,0.35,11.97,6.61,25.3,8.8,97.13,6.61
1276,134.4,155.26,155.9,111.8,12.1,12.3,0.41,11.97,6.42,24.62,17.8,103.56,6.42
1277,175,136.63,149.2,106.91,12.06,12.24,0.39,11.97,6.41,22.9,19,92.13,6.42
1278,141.5,159.6,156,117.16,11.83,12.3,0.38,11.97,6.6,27.34,18.6,100.99,6.63
1279,148.2,161.16,153.4,110.98,11.89,12.2,,11.97,6.6,24.06,26.9,89.86,6.61
1280,167.1,149.05,159.4,118.34,11.86,12.31,,11.97,6.62,25.82,11.8,100.06,6.61
1281,162.2,149.8,143.9,107.6,11.74,12.29,,11.97,6.62,26.91,15.2,112.64,6.62
1282,149.8,143.68,161.9,113.15,12.12,12.28,0.39,11.97,6.41,17.34,15.7,81.08,6.4
1283,162.1,139.29,160.9,111.79,12.1,12.36,0.42,11.97,6.41,18.96,14.6,81.01,6.41
1284,197.5,157.5,173.3,113.02,11.83,12.25,0.36,11.97,6.59,23.16,16.5,91.73,6.6
1285,175.9,164.33,163.1,111.86,11.82,12.25,,11.97,6.61,29.26,14.7,109.77,6.61
1286,177.3,159.76,175.6,119.71,11.82,12.3,0.37,11.97,6.61,24.46,46.3,93.87,6.61
1287,156.7,151.02,165.1,114.66,12.07,12.19,0.41,11.97,6.41,22.14,18.6,101.71,6.41
1288,120.6,168.85,125.7,114.62,12.07,12.24,,11.97,6.6,22.43,13,97.03,6.61
1289,156.9,171.47,141.7,111.28,11.89,12.29,,11.97,6.62,28.07,13.9,93.61,6.6
1290,174.3,145.28,162.8,119.97,12.13,12.27,0.4,11.97,6.42,18.17,18.6,81.45,6.41
1291,146.6,162.57,132.9,115.98,11.83,12.23,0.38,11.97,6.6,26.37,19.9,104.76,6.61
1292,157.7,162.99,154,113.75,12.09,12.19,,11.97,6.61,23.99,21.8,100.58,6.61
1293,164.4,155.27,168.8,110.7,11.82,12.26,0.4,11.97,6.61,23.8,35.9,95.15,6.62
1294,166.4,162.45,160.8,112.84,11.83,12.33,0.37,11.97,6.61,21.95,16,99.93,6.64
1295,181.2,168.83,143.2,112.96,12.08,12.27,,11.97,6.6,23.73,18.1,93.8,6.61
1296,157.2,159.15,154.1,119.64,11.88,12.29,,11.97,6.61,24.14,10.9,96.34,6.61
1297,140.6,142.75,177.5,114.66,12.13,12.26,0.41,11.97,6.4,17.17,19.4,82.15,6.4
1298,173.4,139.96,144.1,112.41,11.83,12.34,0.38,11.97,6.61,26.38,15.8,108.5,6.61
1299,155.5,145.45,137,109.29,12.12,12.29,0.38,11.97,6.41,19.39,12.8,80.99,6.4
1300,172,165.86,169.8,112.69,11.83,12.31,,11.97,6.61,29.23,23.7,96.77,6.61
1301,138.6,140.65,164.1,114.89,11.85,12.25,0.38,11.98,6.62,24.65,14.1,96.35,6.61
1302,175,159.61,141,109.31,12.12,12.21,0.39,11.97,6.41,19.96,22.7,84.63,6.4
1303,182.6,158.47,187.6,114.65,11.75,12.28,,11.97,6.62,24.76,15,98.08,6.61
1304,157.8,155.58,180.1,109.09,11.82,12.26,0.37,11.97,6.61,25.89,13.9,96.93,6.61
1305,172.4,150.94,161.2,114.09,12.13,12.25,0.4,11.97,6.4,20.19,13.2,80.93,6.42
1306,171.6,155.01,149.4,114.85,11.82,12.23,0.38,11.97,6.61,25.07,25.6,102.67,6.61
1307,183,153.89,154.5,122.02,11.83,12.33,,11.97,6.63,25.07,11.8,94.92,6.6
1308,185.7,157.41,187.6,111.6,12.14,12.33,0.39,11.97,6.44,20.22,16.8,92.59,6.41
1309,197.7,153.55,145.7,112.17,11.71,12.28,,11.98,6.58,24.67,12.9,93.57,6.61
1310,159.2,173.05,173.5,112.93,12.06,12.26,,11.97,6.62,24.29,12,95.63,6.61
1311,158.1,161.64,152,116.55,11.89,12.36,,11.97,6.62,23.24,15.6,101.02,6.61
1312,146.4,162.56,169.1,113.44,12.1,12.24,,11.97,6.64,24.09,17.1,102.31,6.62
1313,193,157.54,156.7,113.66,12.1,12.29,0.39,11.97,6.41,17.82,13.6,82.32,6.41
1314,148.4,178.75,164.9,112.1,12.06,12.18,,11.97,6.62,23.37,21,99.35,6.61
1315,174.8,160.98,155.6,122.59,11.71,12.2,,11.97,6.61,26.76,13.4,107.95,6.61
1316,139.1,149.06,140.4,114.72,12.1,12.34,0.41,11.97,6.41,22.52,20.4,99.54,6.4
1317,132.8,141.27,158.3,109.88,11.86,12.34,0.28,11.97,6.61,23.2,12.6,92.48,6.62
1318,166.1,177.48,184.6,114.84,12.08,12.21,,11.97,6.62,21.08,22.6,101.32,6.63
1319,156.8,159.32,168.4,112.55,12.09,12.34,,11.97,6.62,24.39,12.4,105.49,6.65
1320,148.4,166.72,163.1,109.44,12.08,12.19,,11.97,6.62,22.33,35.2,101.98,6.6
1321,171.2,137.14,161.4,114.59,12.07,12.19,0.41,11.97,6.4,21.03,19.8,90.45,6.43
1322,146,176.94,149.8,119.85,12.06,12.2,,11.97,6.62,21.49,16.4,103.33,6.61
1323,151.1,146.54,154.8,119.97,11.9,12.26,,11.97,6.6,23.37,13,90.27,6.61
1324,156.5,152.04,144.9,108.64,12.08,12.31,0.37,11.97,6.41,25.87,11.8,100.07,6.4
1325,149.3,134.74,165.9,114.55,12.06,12.25,0.41,11.97,6.41,22.41,15.3,103.59,6.46
1326,148,145.38,165.7,114.12,12.09,12.27,0.41,11.97,6.41,19.78,16.2,97.17,6.41
1327,156.9,165.99,176.1,115.47,12.08,12.14,,11.98,6.62,23.8,17.4,100.58,6.62
1328,139.6,145.57,195.5,110.92,11.86,12.18,,11.97,6.61,25.75,26.8,103.22,6.61
1329,159.5,149.56,178.6,114.56,12.12,12.27,0.39,11.97,6.41,17.69,12.1,82.38,6.41
1330,165.3,179.34,161.9,116.02,12.06,12.18,,11.97,6.62,24.35,22.1,108.87,6.61
1331,191.8,153.15,187.7,116.18,12.06,12.25,0.41,11.97,6.41,23.81,15.9,96.62,6.41
1332,179.8,148,166.8,113.11,11.89,12.28,,11.97,6.6,23.69,10.9,94.47,6.63
1333,178,156.87,140.5,115.21,11.88,12.34,,11.97,6.61,22.97,12.5,91.86,6.63
1334,147.8,164.6,152.6,115.24,11.82,12.29,0.39,11.97,6.61,24.82,18.8,101.45,6.63
1335,156.1,146.52,169.8,110.14,12.05,12.31,0.41,11.98,6.42,22.77,13.3,99.11,6.43
1336,156.1,170.6,181.2,109.42,12.07,12.27,,11.98,6.62,23.57,18.6,92.2,6.63
